number,name,metal_smiles,organ_smiles,topo,GLD,PLD,LCD,q,VSA,GSA,VF,AV,Tem,pH,Dosage,Concentration,Capacity,Source,DOI
332,UiO(66)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,8.98564,3.87578,8.98564,1.21741,1397.1,1147.6,0.61325,0.503735,298,7,1,122.1825423,100.0851064,Literature,10.1016/j.molliq.2020.113552
333,UiO(66)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,8.98564,3.87578,8.98564,1.21741,1397.1,1147.6,0.61325,0.503735,298,7,1,189.2498636,121.5319149,Literature,10.1016/j.molliq.2020.113552
334,UiO(66)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,8.98564,3.87578,8.98564,1.21741,1397.1,1147.6,0.61325,0.503735,298,7,1,222.9435897,126,Literature,10.1016/j.molliq.2020.113552
335,UiO(66)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,8.98564,3.87578,8.98564,1.21741,1397.1,1147.6,0.61325,0.503735,298,7,1,296.5552646,130.4680851,Literature,10.1016/j.molliq.2020.113552
336,ZnAMT,[Zn],['SC1=NC([NH-])=N[N-]1'],fes,2.50272,1.35888,2.48613,1.98177,0,0,0.3692,0.186298,298,7,0.5,7.101740295,3.092369478,Literature,10.1021/acsami.0c10298
337,ZnAMT,[Zn],['SC1=NC([NH-])=N[N-]1'],fes,2.50272,1.35888,2.48613,1.98177,0,0,0.3692,0.186298,298,7,0.5,46.23493976,9.136546185,Literature,10.1021/acsami.0c10298
338,ZnAMT,[Zn],['SC1=NC([NH-])=N[N-]1'],fes,2.50272,1.35888,2.48613,1.98177,0,0,0.3692,0.186298,298,7,0.5,93.84203481,15.46184739,Literature,10.1021/acsami.0c10298
339,ZnAMT,[Zn],['SC1=NC([NH-])=N[N-]1'],fes,2.50272,1.35888,2.48613,1.98177,0,0,0.3692,0.186298,298,7,0.5,188.038822,20.52208835,Literature,10.1021/acsami.0c10298
340,ZnAMT,[Zn],['SC1=NC([NH-])=N[N-]1'],fes,2.50272,1.35888,2.48613,1.98177,0,0,0.3692,0.186298,298,7,0.5,285.5756359,26.70682731,Literature,10.1021/acsami.0c10298
341,ZnAMT,[Zn],['SC1=NC([NH-])=N[N-]1'],fes,2.50272,1.35888,2.48613,1.98177,0,0,0.3692,0.186298,298,7,0.5,383.922356,28.95582329,Literature,10.1021/acsami.0c10298
342,ZnAMT,[Zn],['SC1=NC([NH-])=N[N-]1'],fes,2.50272,1.35888,2.48613,1.98177,0,0,0.3692,0.186298,298,7,0.5,482.5502008,31.76706827,Literature,10.1021/acsami.0c10298
343,ZnAMT,[Zn],['SC1=NC([NH-])=N[N-]1'],fes,2.50272,1.35888,2.48613,1.98177,0,0,0.3692,0.186298,298,7,0.5,582.4799197,31.62650602,Literature,10.1021/acsami.0c10298
344,ZnAMT,[Zn],['SC1=NC([NH-])=N[N-]1'],fes,2.50272,1.35888,2.48613,1.98177,0,0,0.3692,0.186298,298,7,0.5,682.6907631,32.04819277,Literature,10.1021/acsami.0c10298
345,ZnAMT,[Zn],['SC1=NC([NH-])=N[N-]1'],fes,2.50272,1.35888,2.48613,1.98177,0,0,0.3692,0.186298,298,7,0.5,785.4685408,32.04819277,Literature,10.1021/acsami.0c10298
346,EuMOF,[Eu],['OC1=CC(C([O-])=O)=CC=C1/N=C/C2=CC=C(C([O-])=O)C=C2'],hxl,5.63933,3.37729,5.63933,1.34331,1233.85,918.52,0.5224,0.388891,298,7,2,9.823977824,4.783783784,Literature,10.1016/j.jlumin.2021.118102
347,EuMOF,[Eu],['OC1=CC(C([O-])=O)=CC=C1/N=C/C2=CC=C(C([O-])=O)C=C2'],hxl,5.63933,3.37729,5.63933,1.34331,1233.85,918.52,0.5224,0.388891,298,7,2,19.97089397,9.216216216,Literature,10.1016/j.jlumin.2021.118102
348,EuMOF,[Eu],['OC1=CC(C([O-])=O)=CC=C1/N=C/C2=CC=C(C([O-])=O)C=C2'],hxl,5.63933,3.37729,5.63933,1.34331,1233.85,918.52,0.5224,0.388891,298,7,2,25.04054054,11.27027027,Literature,10.1016/j.jlumin.2021.118102
349,EuMOF,[Eu],['OC1=CC(C([O-])=O)=CC=C1/N=C/C2=CC=C(C([O-])=O)C=C2'],hxl,5.63933,3.37729,5.63933,1.34331,1233.85,918.52,0.5224,0.388891,298,7,2,30.0058905,13.43243243,Literature,10.1016/j.jlumin.2021.118102
350,EuMOF,[Eu],['OC1=CC(C([O-])=O)=CC=C1/N=C/C2=CC=C(C([O-])=O)C=C2'],hxl,5.63933,3.37729,5.63933,1.34331,1233.85,918.52,0.5224,0.388891,298,7,2,39.65627166,17.64864865,Literature,10.1016/j.jlumin.2021.118102
351,EuMOF,[Eu],['OC1=CC(C([O-])=O)=CC=C1/N=C/C2=CC=C(C([O-])=O)C=C2'],hxl,5.63933,3.37729,5.63933,1.34331,1233.85,918.52,0.5224,0.388891,298,7,2,49.86729037,22.08108108,Literature,10.1016/j.jlumin.2021.118102
352,EuMOF,[Eu],['OC1=CC(C([O-])=O)=CC=C1/N=C/C2=CC=C(C([O-])=O)C=C2'],hxl,5.63933,3.37729,5.63933,1.34331,1233.85,918.52,0.5224,0.388891,298,7,2,59.89674289,24.24324324,Literature,10.1016/j.jlumin.2021.118102
353,EuMOF,[Eu],['OC1=CC(C([O-])=O)=CC=C1/N=C/C2=CC=C(C([O-])=O)C=C2'],hxl,5.63933,3.37729,5.63933,1.34331,1233.85,918.52,0.5224,0.388891,298,7,2,69.99133749,25.54054054,Literature,10.1016/j.jlumin.2021.118102
354,iMOF(3C)Ni,[Ni],['N(C1=CC=C(N2C=C[N-]C2)C=C1)(C3=CC=C(N4C=C[N-]C4)C=C3)C5=CC=C(N6C=C[N-]C6)C=C5'],kgd,9.43454,3.7419,9.43454,0.827775,1450.48,1752.26,0.61095,0.738063,298,7,1,20.61730951,15.94887836,Literature,10.1039/d0ta04898d
355,iMOF(3C)Ni,[Ni],['N(C1=CC=C(N2C=C[N-]C2)C=C1)(C3=CC=C(N4C=C[N-]C4)C=C3)C5=CC=C(N6C=C[N-]C6)C=C5'],kgd,9.43454,3.7419,9.43454,0.827775,1450.48,1752.26,0.61095,0.738063,298,7,1,131.1567279,71.89484699,Literature,10.1039/d0ta04898d
356,iMOF(3C)Ni,[Ni],['N(C1=CC=C(N2C=C[N-]C2)C=C1)(C3=CC=C(N4C=C[N-]C4)C=C3)C5=CC=C(N6C=C[N-]C6)C=C5'],kgd,9.43454,3.7419,9.43454,0.827775,1450.48,1752.26,0.61095,0.738063,298,7,1,233.8486719,69.63018505,Literature,10.1039/d0ta04898d
357,iMOF(3C)Ni,[Ni],['N(C1=CC=C(N2C=C[N-]C2)C=C1)(C3=CC=C(N4C=C[N-]C4)C=C3)C5=CC=C(N6C=C[N-]C6)C=C5'],kgd,9.43454,3.7419,9.43454,0.827775,1450.48,1752.26,0.61095,0.738063,298,7,1,591.2432922,69.34592722,Literature,10.1039/d0ta04898d
358,iMOF(3C)Ni,[Ni],['N(C1=CC=C(N2C=C[N-]C2)C=C1)(C3=CC=C(N4C=C[N-]C4)C=C3)C5=CC=C(N6C=C[N-]C6)C=C5'],kgd,9.43454,3.7419,9.43454,0.827775,1450.48,1752.26,0.61095,0.738063,298,7,1,884.7579612,69.74657408,Literature,10.1039/d0ta04898d
359,iMOF(3C)Ni,[Ni],['N(C1=CC=C(N2C=C[N-]C2)C=C1)(C3=CC=C(N4C=C[N-]C4)C=C3)C5=CC=C(N6C=C[N-]C6)C=C5'],kgd,9.43454,3.7419,9.43454,0.827775,1450.48,1752.26,0.61095,0.738063,298,7,1,1447.856707,76.39552126,Literature,10.1039/d0ta04898d
360,MIL(125)Ti,O1[Ti]23O[Ti]3(O2)O[Ti]23O[Ti]3(O2)O[Ti]23[Ti](O[Ti]45[Ti]1(O4)O5)(O2)O3,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,12.24865,4.72993,12.24865,0.820334,2060.46,2511.73,0.6832,0.832831,298,3,0.2,3.274770842,16.37385421,Literature,10.1016/j.poly.2020.114980
361,MIL(125)Ti,O1[Ti]23O[Ti]3(O2)O[Ti]23O[Ti]3(O2)O[Ti]23[Ti](O[Ti]45[Ti]1(O4)O5)(O2)O3,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,12.24865,4.72993,12.24865,0.820334,2060.46,2511.73,0.6832,0.832831,298,3,0.2,4.948439546,18.09662811,Literature,10.1016/j.poly.2020.114980
362,MIL(125)Ti,O1[Ti]23O[Ti]3(O2)O[Ti]23O[Ti]3(O2)O[Ti]23[Ti](O[Ti]45[Ti]1(O4)O5)(O2)O3,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,12.24865,4.72993,12.24865,0.820334,2060.46,2511.73,0.6832,0.832831,298,3,0.2,10.90540625,27.94475276,Literature,10.1016/j.poly.2020.114980
363,MIL(125)Ti,O1[Ti]23O[Ti]3(O2)O[Ti]23O[Ti]3(O2)O[Ti]23[Ti](O[Ti]45[Ti]1(O4)O5)(O2)O3,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,12.24865,4.72993,12.24865,0.820334,2060.46,2511.73,0.6832,0.832831,298,3,0.2,32.88656701,41.96448058,Literature,10.1016/j.poly.2020.114980
364,MIL(125)Ti,O1[Ti]23O[Ti]3(O2)O[Ti]23O[Ti]3(O2)O[Ti]23[Ti](O[Ti]45[Ti]1(O4)O5)(O2)O3,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,12.24865,4.72993,12.24865,0.820334,2060.46,2511.73,0.6832,0.832831,298,3,0.2,60.75738917,43.66036353,Literature,10.1016/j.poly.2020.114980
365,MIL(125)Ti,O1[Ti]23O[Ti]3(O2)O[Ti]23O[Ti]3(O2)O[Ti]23[Ti](O[Ti]45[Ti]1(O4)O5)(O2)O3,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,12.24865,4.72993,12.24865,0.820334,2060.46,2511.73,0.6832,0.832831,298,3,0.2,88.31522417,44.74067781,Literature,10.1016/j.poly.2020.114980
366,MIL(125)Ti,O1[Ti]23O[Ti]3(O2)O[Ti]23O[Ti]3(O2)O[Ti]23[Ti](O[Ti]45[Ti]1(O4)O5)(O2)O3,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,12.24865,4.72993,12.24865,0.820334,2060.46,2511.73,0.6832,0.832831,298,3,0.2,119.2161876,45.44802644,Literature,10.1016/j.poly.2020.114980
367,SnBDC,[Sn][O]([Sn])[Sn],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],sql,2.0221,0.72686,2.01209,2.73897,0,0,0.20565,0.075083,298,7,1,0.995024876,0.995024876,Literature,10.1016/j.jece.2021.105288
368,SnBDC,[Sn][O]([Sn])[Sn],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],sql,2.0221,0.72686,2.01209,2.73897,0,0,0.20565,0.075083,298,7,1,10.50859769,10.44776119,Literature,10.1016/j.jece.2021.105288
369,SnBDC,[Sn][O]([Sn])[Sn],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],sql,2.0221,0.72686,2.01209,2.73897,0,0,0.20565,0.075083,298,7,1,20.08300702,19.90049751,Literature,10.1016/j.jece.2021.105288
370,SnBDC,[Sn][O]([Sn])[Sn],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],sql,2.0221,0.72686,2.01209,2.73897,0,0,0.20565,0.075083,298,7,1,30.21576528,29.85074627,Literature,10.1016/j.jece.2021.105288
371,SnBDC,[Sn][O]([Sn])[Sn],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],sql,2.0221,0.72686,2.01209,2.73897,0,0,0.20565,0.075083,298,7,1,39.97268411,39.30348259,Literature,10.1016/j.jece.2021.105288
372,SnBDC,[Sn][O]([Sn])[Sn],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],sql,2.0221,0.72686,2.01209,2.73897,0,0,0.20565,0.075083,298,7,1,50.10544237,49.25373134,Literature,10.1016/j.jece.2021.105288
373,SnBDC,[Sn][O]([Sn])[Sn],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],sql,2.0221,0.72686,2.01209,2.73897,0,0,0.20565,0.075083,298,7,1,60.16654371,58.70646766,Literature,10.1016/j.jece.2021.105288
374,SnBDC,[Sn][O]([Sn])[Sn],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],sql,2.0221,0.72686,2.01209,2.73897,0,0,0.20565,0.075083,298,7,1,70.10597204,68.15920398,Literature,10.1016/j.jece.2021.105288
375,SnBDC,[Sn][O]([Sn])[Sn],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],sql,2.0221,0.72686,2.01209,2.73897,0,0,0.20565,0.075083,298,7,1,80.11297127,75.12437811,Literature,10.1016/j.jece.2021.105288
376,SnBDC,[Sn][O]([Sn])[Sn],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],sql,2.0221,0.72686,2.01209,2.73897,0,0,0.20565,0.075083,298,7,1,90.18080699,82.08955224,Literature,10.1016/j.jece.2021.105288
377,SnBDC,[Sn][O]([Sn])[Sn],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],sql,2.0221,0.72686,2.01209,2.73897,0,0,0.20565,0.075083,298,7,1,100.0012107,86.06965174,Literature,10.1016/j.jece.2021.105288
378,AlMOF1,[Al],['O=C(C1=CC(NCC2=CC=CC=N2)=C(C([O-])=O)C=C1)[O-]'],rna,2.71029,1.25349,2.20729,1.56326,0,0,0.24946,0.159577,298,6.5,1,100.1979369,38.18676375,Literature,10.1021/acs.inorgchem.1c03199
379,AlMOF1,[Al],['O=C(C1=CC(NCC2=CC=CC=N2)=C(C([O-])=O)C=C1)[O-]'],rna,2.71029,1.25349,2.20729,1.56326,0,0,0.24946,0.159577,298,6.5,1,149.7982968,48.40164878,Literature,10.1021/acs.inorgchem.1c03199
380,AlMOF1,[Al],['O=C(C1=CC(NCC2=CC=CC=N2)=C(C([O-])=O)C=C1)[O-]'],rna,2.71029,1.25349,2.20729,1.56326,0,0,0.24946,0.159577,298,6.5,1,200.1044086,55.13234156,Literature,10.1021/acs.inorgchem.1c03199
381,AlMOF1,[Al],['O=C(C1=CC(NCC2=CC=CC=N2)=C(C([O-])=O)C=C1)[O-]'],rna,2.71029,1.25349,2.20729,1.56326,0,0,0.24946,0.159577,298,6.5,1,249.5825749,63.5490553,Literature,10.1021/acs.inorgchem.1c03199
382,AlMOF1,[Al],['O=C(C1=CC(NCC2=CC=CC=N2)=C(C([O-])=O)C=C1)[O-]'],rna,2.71029,1.25349,2.20729,1.56326,0,0,0.24946,0.159577,298,6.5,1,349.7474525,65.29721926,Literature,10.1021/acs.inorgchem.1c03199
383,AlMOF1,[Al],['O=C(C1=CC(NCC2=CC=CC=N2)=C(C([O-])=O)C=C1)[O-]'],rna,2.71029,1.25349,2.20729,1.56326,0,0,0.24946,0.159577,298,6.5,1,449.9340908,67.34521792,Literature,10.1021/acs.inorgchem.1c03199
384,AlMOF1,[Al],['O=C(C1=CC(NCC2=CC=CC=N2)=C(C([O-])=O)C=C1)[O-]'],rna,2.71029,1.25349,2.20729,1.56326,0,0,0.24946,0.159577,298,6.5,1,500.7212353,68.31900069,Literature,10.1021/acs.inorgchem.1c03199
385,MIL(68)AlNH2,[Al],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],kgd,13.50876,13.13645,13.48346,1.03637,1092.9,1054.54,0.61293,0.591419,298,3,0.4,1.365526492,3.333333333,Literature,10.1038/s41598-022-16038-0
386,MIL(68)AlNH2,[Al],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],kgd,13.50876,13.13645,13.48346,1.03637,1092.9,1054.54,0.61293,0.591419,298,3,0.4,7.646545941,17.02380952,Literature,10.1038/s41598-022-16038-0
387,MIL(68)AlNH2,[Al],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],kgd,13.50876,13.13645,13.48346,1.03637,1092.9,1054.54,0.61293,0.591419,298,3,0.4,14.38363514,29.76190476,Literature,10.1038/s41598-022-16038-0
388,MIL(68)AlNH2,[Al],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],kgd,13.50876,13.13645,13.48346,1.03637,1092.9,1054.54,0.61293,0.591419,298,3,0.4,21.56069752,41.54761905,Literature,10.1038/s41598-022-16038-0
389,MIL(68)AlNH2,[Al],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],kgd,13.50876,13.13645,13.48346,1.03637,1092.9,1054.54,0.61293,0.591419,298,3,0.4,28.88531187,52.85714286,Literature,10.1038/s41598-022-16038-0
390,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7.8,0.4,32.06282722,30.15706806,Literature,10.1016/j.cej.2021.133813
391,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7.8,0.4,57.7591623,44.39790576,Literature,10.1016/j.cej.2021.133813
392,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7.8,0.4,95.29842932,63.2460733,Literature,10.1016/j.cej.2021.133813
393,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7.8,0.4,131.4973822,78.7434555,Literature,10.1016/j.cej.2021.133813
394,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,298,7.8,0.4,157.5287958,93.82198953,Literature,10.1016/j.cej.2021.133813
395,MIL(101)FeNH2,[Fe][O]([Fe])[Fe],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],mtn-e,34.2154,13.93174,34.13223,0.463652,1310.28,2826.01,0.82993,1.78999,298,7,0.4,3.733333333,9.333333333,Literature,10.1016/j.jhazmat.2021.126981
396,MIL(101)FeNH2,[Fe][O]([Fe])[Fe],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],mtn-e,34.2154,13.93174,34.13223,0.463652,1310.28,2826.01,0.82993,1.78999,298,7,0.4,19.58810409,42,Literature,10.1016/j.jhazmat.2021.126981
397,MIL(101)FeNH2,[Fe][O]([Fe])[Fe],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],mtn-e,34.2154,13.93174,34.13223,0.463652,1310.28,2826.01,0.82993,1.78999,298,7,0.4,53.11672862,84,Literature,10.1016/j.jhazmat.2021.126981
398,MIL(101)FeNH2,[Fe][O]([Fe])[Fe],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],mtn-e,34.2154,13.93174,34.13223,0.463652,1310.28,2826.01,0.82993,1.78999,298,7,0.4,79.79297811,104.2222222,Literature,10.1016/j.jhazmat.2021.126981
399,MIL(101)FeNH2,[Fe][O]([Fe])[Fe],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],mtn-e,34.2154,13.93174,34.13223,0.463652,1310.28,2826.01,0.82993,1.78999,298,7,0.4,109.2573317,124.4444444,Literature,10.1016/j.jhazmat.2021.126981
400,MIL(101)FeNH2,[Fe][O]([Fe])[Fe],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],mtn-e,34.2154,13.93174,34.13223,0.463652,1310.28,2826.01,0.82993,1.78999,298,7,0.4,143.3605948,140,Literature,10.1016/j.jhazmat.2021.126981
401,MIL(101)FeNH2,[Fe][O]([Fe])[Fe],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],mtn-e,34.2154,13.93174,34.13223,0.463652,1310.28,2826.01,0.82993,1.78999,298,7,0.4,164.1296985,147.7777778,Literature,10.1016/j.jhazmat.2021.126981
402,MIL(101)FeNH2,[Fe][O]([Fe])[Fe],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],mtn-e,34.2154,13.93174,34.13223,0.463652,1310.28,2826.01,0.82993,1.78999,298,7,0.4,199.1385378,149.3333333,Literature,10.1016/j.jhazmat.2021.126981
403,MIL(101)FeNH2,[Fe][O]([Fe])[Fe],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],mtn-e,34.2154,13.93174,34.13223,0.463652,1310.28,2826.01,0.82993,1.78999,298,7,0.4,242.5116894,150.8888889,Literature,10.1016/j.jhazmat.2021.126981
404,MIL(101)FeNH2,[Fe][O]([Fe])[Fe],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],mtn-e,34.2154,13.93174,34.13223,0.463652,1310.28,2826.01,0.82993,1.78999,298,7,0.4,284.0261049,152.4444444,Literature,10.1016/j.jhazmat.2021.126981
405,CeBDCNH2,[Ce],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],pcu,5.23406,1.98846,5.23406,1.41522,1035.525466,781.556345,0.44356,0.31342,298,7,0.4,8.088888889,20.22222222,Literature,10.1016/j.jhazmat.2021.126981
406,CeBDCNH2,[Ce],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],pcu,5.23406,1.98846,5.23406,1.41522,1035.525466,781.556345,0.44356,0.31342,298,7,0.4,39.19206939,93.33333333,Literature,10.1016/j.jhazmat.2021.126981
407,CeBDCNH2,[Ce],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],pcu,5.23406,1.98846,5.23406,1.41522,1035.525466,781.556345,0.44356,0.31342,298,7,0.4,66.22304833,140,Literature,10.1016/j.jhazmat.2021.126981
408,CeBDCNH2,[Ce],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],pcu,5.23406,1.98846,5.23406,1.41522,1035.525466,781.556345,0.44356,0.31342,298,7,0.4,91.04849236,164.8888889,Literature,10.1016/j.jhazmat.2021.126981
409,CeBDCNH2,[Ce],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],pcu,5.23406,1.98846,5.23406,1.41522,1035.525466,781.556345,0.44356,0.31342,298,7,0.4,126.7112763,186.6666667,Literature,10.1016/j.jhazmat.2021.126981
410,CeBDCNH2,[Ce],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],pcu,5.23406,1.98846,5.23406,1.41522,1035.525466,781.556345,0.44356,0.31342,298,7,0.4,170.1161504,206.8888889,Literature,10.1016/j.jhazmat.2021.126981
411,CeBDCNH2,[Ce],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],pcu,5.23406,1.98846,5.23406,1.41522,1035.525466,781.556345,0.44356,0.31342,298,7,0.4,192.4289137,211.5555556,Literature,10.1016/j.jhazmat.2021.126981
412,CeBDCNH2,[Ce],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],pcu,5.23406,1.98846,5.23406,1.41522,1035.525466,781.556345,0.44356,0.31342,298,7,0.4,225.5790169,213.1111111,Literature,10.1016/j.jhazmat.2021.126981
413,CeBDCNH2,[Ce],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],pcu,5.23406,1.98846,5.23406,1.41522,1035.525466,781.556345,0.44356,0.31342,298,7,0.4,281.9633209,214.6666667,Literature,10.1016/j.jhazmat.2021.126981
414,CeBDCNH2,[Ce],['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],pcu,5.23406,1.98846,5.23406,1.41522,1035.525466,781.556345,0.44356,0.31342,298,7,0.4,306.1268897,214.6666667,Literature,10.1016/j.jhazmat.2021.126981
415,MOF(66)Ce,[O]12[Ce]34[O]5[Ce]62[O]2[Ce]71[O]4[Ce]14[O]3[Ce]35[O]6[Ce]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,9.45259,4.11606,9.42916,1.29427,1594.23,1231.76,0.63121,0.487696,298,7,0.5,11.25357724,19.71830986,Literature,10.1016/j.chemosphere.2022.134934
416,MOF(66)Ce,[O]12[Ce]34[O]5[Ce]62[O]2[Ce]71[O]4[Ce]14[O]3[Ce]35[O]6[Ce]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,9.45259,4.11606,9.42916,1.29427,1594.23,1231.76,0.63121,0.487696,298,7,0.5,21.11273217,39.43661972,Literature,10.1016/j.chemosphere.2022.134934
417,MOF(66)Ce,[O]12[Ce]34[O]5[Ce]62[O]2[Ce]71[O]4[Ce]14[O]3[Ce]35[O]6[Ce]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,9.45259,4.11606,9.42916,1.29427,1594.23,1231.76,0.63121,0.487696,298,7,0.5,49.44634607,82.15962441,Literature,10.1016/j.chemosphere.2022.134934
418,MOF(66)Ce,[O]12[Ce]34[O]5[Ce]62[O]2[Ce]71[O]4[Ce]14[O]3[Ce]35[O]6[Ce]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,9.45259,4.11606,9.42916,1.29427,1594.23,1231.76,0.63121,0.487696,298,7,0.5,100.5129716,139.6713615,Literature,10.1016/j.chemosphere.2022.134934
419,MOF(66)Ce,[O]12[Ce]34[O]5[Ce]62[O]2[Ce]71[O]4[Ce]14[O]3[Ce]35[O]6[Ce]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,9.45259,4.11606,9.42916,1.29427,1594.23,1231.76,0.63121,0.487696,298,7,0.5,199.6380675,187.3239437,Literature,10.1016/j.chemosphere.2022.134934
420,MOF(66)Ce,[O]12[Ce]34[O]5[Ce]62[O]2[Ce]71[O]4[Ce]14[O]3[Ce]35[O]6[Ce]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,9.45259,4.11606,9.42916,1.29427,1594.23,1231.76,0.63121,0.487696,298,7,0.5,499.704001,310.5633803,Literature,10.1016/j.chemosphere.2022.134934
421,MOF(808)Ce,[O][Ce]123([O])[O]4[Ce]56([O]3[Ce]37([O]2[Ce]28([O]1[Ce]14([O]6[Ce]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,17.31535,11.17932,17.31534,0.970325,1378.8,1420.96,0.7325,0.754902,298,7,0.5,20.29113593,37.79342723,Literature,10.1016/j.chemosphere.2022.134934
